W E1 E2
15756.1 0.000475725 -0.000180365
15761.1 0.000473733 -0.000179511
15766.1 0.000471806 -0.000178629
15771.2 0.000469941 -0.000177717
15776.2 0.00046814 -0.000176774
15781.2 0.0004664 -0.000175796
15786.2 0.00046472 -0.000174782
15791.2 0.000463101 -0.00017373
15796.3 0.00046154 -0.000172638
15801.3 0.000460037 -0.000171502
15806.3 0.00045859 -0.000170321
15811.3 0.000457198 -0.000169092
15816.4 0.000455861 -0.000167813
15821.4 0.000454576 -0.00016648
15826.4 0.000453343 -0.000165093
15831.4 0.000452159 -0.000163647
15836.4 0.000451023 -0.000162141
15841.5 0.000449933 -0.000160572
15846.5 0.000448889 -0.000158936
15851.5 0.000447886 -0.000157231
15856.5 0.000446925 -0.000155454
15861.5 0.000446002 -0.000153603
15866.6 0.000445115 -0.000151674
15871.6 0.000444262 -0.000149664
15876.6 0.000443441 -0.00014757
15881.6 0.000442647 -0.000145389
15886.7 0.00044188 -0.000143118
